fid,MS_ID,TF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,N_TFlossR_2kiw,N_TFlossR_2ktw,N_TFlossR_2kmw,TFResident_lossR,TFDaynight_lossR,TFAB5k_NOR,TFABC_NOR,kmeans_cluster,distance_to_assigned_centroid
24413,24413,0.335334716445688,20,1,True,-0.152695113390105,-0.473928196967717,-0.888030888030888,,0.0,0.513028233394026,0.065907400017419,1,0.6385974148833677
24414,24414,0.331570695539299,21,1,True,-0.152695113390105,-0.458680611727,-0.889312977099237,,0.0,0.510710184441041,0.0672973080664954,1,0.6403735201133152
24415,24415,0.333833486625669,22,0,False,-0.152695113390105,-0.483697762042384,-0.882142857142857,0.0,0.0,0.509364492083841,0.0695851512218317,1,0.6498059267803459
24416,24416,0.308504285944028,23,0,False,0.0,-0.483697762042384,-0.883959044368601,0.0,0.0,0.508231604870627,0.0716101072380798,1,0.8585195163498518
24417,24417,0.306102050092542,24,0,False,0.0,-0.461948834989101,-0.887043189368771,0.0,0.0,0.508759054931321,0.0742012642786904,1,0.8637740817275967
24418,24418,0.303652183488904,25,0,False,0.0,-0.45327042577913,-0.884745762711864,0.0,0.0,0.506257082698678,0.0741501847237883,1,0.8614763064550829
24419,24419,0.39081704105227,26,0,False,-0.5183995739405,-0.45327042577913,-0.883959044368601,0.0,0.0,0.506073675404826,0.0775284538863003,1,0.4282400111408539
24420,24420,0.39239981524135,27,1,True,-0.5183995739405,-0.45327042577913,-0.888524590163934,,0.0,0.505725233377662,0.0798662143223011,1,0.447885469879112
24421,24421,0.39340311237596,28,1,True,-0.5183995739405,-0.449532895154471,-0.893416927899687,,0.0,0.5052916426796,0.081916212336321,1,0.46517048984441445
24422,24422,0.395351636130575,29,1,True,-0.5183995739405,-0.449532895154471,-0.898507462686567,,0.0,0.505467869291919,0.0844677548912513,1,0.4870028091943123
24423,24423,0.394450339092115,30,1,True,-0.5183995739405,-0.437068278024968,-0.900584795321637,,0.0,0.505534140518417,0.0864065108193784,1,0.5004636737294917
24424,24424,0.392781656993082,31,1,True,-0.5183995739405,-0.418189963104866,-0.904494382022472,,0.0,0.505474091457012,0.0882675130256475,1,0.5154643110210884
24425,24425,0.395119082152465,32,1,True,-0.5183995739405,-0.425530458611046,-0.904891304347826,,0.0,0.505820523621943,0.0908990497148387,1,0.5351335487186305
24426,24426,0.396564126675142,33,1,True,-0.5183995739405,-0.425530458611046,-0.906976744186046,,0.0,0.506004603032333,0.0935997400672603,1,0.5564699648552734
24427,24427,0.393207175443335,34,2,True,-0.5183995739405,-0.39746169446539,-0.906474820143885,,,0.506907893428728,0.0975348258338424,1,0.5857351775748901
24428,24428,0.391513155985508,35,2,True,-0.5183995739405,-0.376335216815869,-0.911363636363636,,,0.506755928739432,0.100260158300414,1,0.6118403755248225
24458,24458,0.577978842015083,36,0,False,0.0,-0.684747729921951,-0.663636363636364,-0.912116040955631,-0.118761009982384,0.978467321493331,0.342257517506822,2,2.8941083913786443
24459,24459,0.580137931801161,37,0,False,0.0,-0.687380944566169,-0.664499349804942,-0.934168365860763,-0.118761009982384,0.978636342440593,0.342137045873027,2,2.9377908533124657
24460,24460,0.581051689354064,38,0,False,0.0,-0.687380944566169,-0.666666666666667,-0.932152506754728,-0.118761009982384,0.98019836983764,0.339196778122648,2,2.9183169857931124
24461,24461,0.579096001634968,39,0,False,0.0,-0.687380944566169,-0.675099866844208,-0.947312588401697,-0.0697281782880297,0.986601380837471,0.387943047377679,2,3.237444185977725
24462,24462,0.598683568971187,40,0,False,0.0,-0.727292945829683,-0.679676985195155,-0.939822294022617,-0.198895027624309,0.99381216091071,0.378151192205738,2,3.1615638858174755
24463,24463,0.606674795003622,41,0,False,0.0,-0.737801913027996,-0.689965397923875,-1.0,-0.198895027624309,0.999999949793629,0.367021384746818,2,3.2180968834608086
24464,24464,0.94449493642731,42,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.370747100713952,3,2.676840839166942
24465,24465,0.775498597149607,43,1,True,,-1.0,-1.0,-1.0,-1.0,1.0,0.368697267542707,2,3.949843053047436
24466,24466,0.775871183549581,44,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.372148721849136,3,2.8502246277993586
24467,24467,0.775871183549581,45,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.372649140563419,3,2.8538548648038047
24468,24468,0.776301494290029,46,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.308965360735858,3,2.410440647160683
24469,24469,0.776301494290029,47,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.30701821558384,3,2.397584529110392
24581,24581,0.259049683513414,48,0,False,0.0,-0.293507359837919,-0.35,0.0,0.0,0.753131909426622,0.272192674502408,2,1.7203669049598225
24582,24582,0.25905653933308,49,0,False,0.0,-0.293507359837919,-0.348189415041783,0.0,0.0,0.754339786592847,0.272080020397938,2,1.7185828513704111
24583,24583,0.259748734294334,50,0,False,0.0,-0.293507359837919,-0.35,0.0,0.0,0.755792435310844,0.271963618887945,2,1.7153817020306306
24584,24584,0.260349334571601,51,0,False,0.0,-0.293507359837919,-0.350974930362117,0.0,0.0,0.757314478144495,0.272034982874603,2,1.713532826269337
24585,24585,0.261501713951213,52,0,False,0.0,-0.300544968000132,-0.349162011173184,0.0,0.0,0.758194741061788,0.272623052154332,2,1.7140655547923311
24586,24586,0.26219762992524,53,0,False,0.0,-0.300544968000132,-0.352112676056338,0.0,0.0,0.758886493907417,0.272689974037889,2,1.712710457901747
24587,24587,0.263187402809097,54,0,False,0.0,-0.300544968000132,-0.356940509915014,0.0,0.0,0.759484959197922,0.272853033843302,2,1.7115524152891235
24588,24588,0.290844614530427,55,0,False,0.0,-0.300544968000132,-0.365921787709497,0.0,0.0,0.86519858043097,0.441078186039224,2,2.8930502078980993
24589,24589,0.290769778497591,56,0,False,0.0,-0.300544968000132,-0.364640883977901,0.0,0.0,0.865505584778882,0.441064606375637,2,2.89307353197757
24590,24590,0.310486615662438,57,0,False,0.0,-0.300544968000132,-0.355113636363636,-0.0044247787610619,0.0,0.890233632177761,0.361814832214018,2,2.258374573918619
24591,24591,0.320844893418609,58,0,False,0.0,-0.300544968000132,-0.357142857142857,-0.0044247787610619,0.0,0.937966954856647,0.543069393132004,2,3.7269168901331082
24592,24592,0.32217640120361,59,0,False,0.0,-0.307928293105072,-0.357142857142857,-0.0044247787610619,0.0,0.938112715785232,0.542850647306269,2,3.723906088284713
24593,24593,0.810929616462967,60,1,True,-1.0,-1.0,-1.0,,-0.975321888412017,0.999978015808242,0.0836787948205205,2,2.505250046972844
24594,24594,0.810969066501303,61,1,True,-1.0,-1.0,-1.0,,-0.975321888412017,0.999991893246453,0.0835157582278805,2,2.5054723260687415
24595,24595,0.810991557212345,62,1,True,-1.0,-1.0,-1.0,,-0.975321888412017,1.0,0.0839799422085965,2,2.5048631545343962
24596,24596,0.765922830122342,63,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0841301967181811,3,1.9258389151617186
24597,24597,0.765922830122342,64,1,True,-1.0,-1.0,-1.0,,-1.0,1.0,0.0841405399445125,2,2.556611892295432
24598,24598,0.765920594719049,65,1,True,-1.0,-1.0,-1.0,,-1.0,0.999999154973609,0.0843807219527164,2,2.5563043716664504
24599,24599,0.76592152752912,66,1,True,-1.0,-1.0,-1.0,,-1.0,0.999999505127077,0.0843686954265931,2,2.5563198679000374
24600,24600,0.765922830122342,67,1,True,-1.0,-1.0,-1.0,,-1.0,1.0,0.0846748496616263,2,2.555930867505573
24601,24601,0.765880301741759,68,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0846818540838125,3,1.9255953808995354
24602,24602,0.803054208235545,69,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0848324084191522,3,1.9255309652022838
24603,24603,0.750734078801748,70,1,True,-1.0,-1.0,-1.0,,-0.027843137254902,1.0,0.0852726695492139,2,1.4884381120631507
24604,24604,0.749958719992498,71,1,True,-1.0,-1.0,-1.0,,0.0,0.999983598328746,0.0855627398088849,2,1.5075772791542148
24605,24605,0.749915077119387,72,1,True,-1.0,-1.0,-1.0,,0.0,0.999965820317911,0.0860374279870867,2,1.5065704057843339
24606,24606,0.749877055184468,73,1,True,-1.0,-1.0,-1.0,,0.0,0.9999498609517,0.0862344478748243,2,1.5061491060711598
24607,24607,0.74981952044508,74,1,True,-1.0,-1.0,-1.0,,0.0,0.999924914933426,0.0875275466596367,2,1.503489418386723
24608,24608,0.749800358181053,75,1,True,-1.0,-1.0,-1.0,,0.0,0.999916315143349,0.0878940009820114,2,1.502748803805074
24609,24609,0.749786449764521,76,1,True,-1.0,-1.0,-1.0,,0.0,0.999909923525113,0.0880705397110252,2,1.502392567228549
24610,24610,0.749771210034166,77,1,True,-1.0,-1.0,-1.0,,0.0,0.999902621910959,0.0880614076589232,2,1.5024051796504112
24611,24611,0.749726738515734,78,1,True,-1.0,-1.0,-1.0,,0.0,0.999881478791501,0.0895165792985127,2,1.4995480862979471
24612,24612,0.749714506227077,79,1,True,-1.0,-1.0,-1.0,,0.0,0.999875450403601,0.0899261282376798,2,1.4987619904506204
24613,24613,0.749703090295029,80,1,True,-1.0,-1.0,-1.0,,0.0,0.999869695417472,0.0903365117209655,2,1.4979824964967643
24614,24614,0.780070333820029,81,0,False,-1.0,-1.0,-1.0,-1.0,0.0,0.999863241245037,0.0908546427369192,2,2.754560221870868
24615,24615,0.780081720164718,82,0,False,-1.0,-1.0,-1.0,-1.0,0.0,0.999867391179832,0.0904378402644657,2,2.7549843080040284
24616,24616,0.942253652785132,83,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.15908169360791,3,1.345378825226695
24617,24617,0.941810391376638,84,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.158575762916911,3,1.3436041246205457
24618,24618,0.942726034651937,85,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.157900577553564,3,1.3412542906626033
24619,24619,0.941814637027645,86,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.153907443384205,3,1.327797135637767
24620,24620,0.948298093856733,87,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.156030837245888,3,1.3348587950052537
24621,24621,0.949422263394726,88,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.154534610934395,3,1.3298603879894333
24622,24622,0.948298093856733,89,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.152284787064281,3,1.322547223360039
24623,24623,0.946811176002162,90,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.153290444297127,3,1.3257858555389723
24624,24624,0.941814637027645,91,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.151874840873116,3,1.321241175088384
24625,24625,0.768684686667053,92,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.153038699999196,3,1.6297396136748483
24626,24626,0.768684686667053,93,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.152697658361405,3,1.6288457407427144
24627,24627,0.764535069799756,94,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.152318294291721,3,1.6278571261637413
24628,24628,0.617392300690735,95,1,True,,-0.585490814345221,-0.658349328214971,-1.0,-1.0,1.0,0.152601514146064,2,3.2379427145500865
24629,24629,0.606218376280286,96,1,True,,-0.545689759203425,-0.6484375,-1.0,-1.0,0.99884126265602,0.152511400799531,2,3.236568338406728
24630,24630,0.601172497331216,97,1,True,,-0.527230079275171,-0.641584158415842,-1.0,-1.0,0.99752878977895,0.152250050244095,2,3.2359193826957675
24631,24631,0.59195880012783,98,1,True,,-0.503678800675716,-0.623481781376518,-1.0,-1.0,0.995717008117351,0.152370439550908,2,3.2355742663589973
24632,24632,0.584193629120491,99,1,True,,-0.503678800675716,-0.621181262729124,-1.0,-1.0,0.993918033666452,0.152864188648023,2,3.2352310076539363
24633,24633,0.554521759022131,100,1,True,,-0.481773798197674,-0.621457489878543,-1.0,-0.416666666666667,0.992643849304771,0.152865716353679,2,2.528410544762597
24634,24634,0.553991716664719,101,1,True,,-0.481773798197674,-0.624497991967871,-1.0,-0.416666666666667,0.991065207948946,0.153139804910515,2,2.5280283732354216
24635,24635,0.539767429363291,102,1,True,,-0.481773798197674,-0.6187624750499,-0.729292929292929,-0.416666666666667,0.989528611611797,0.153856958739469,2,1.8652161393310591
24636,24636,0.536667618878552,103,1,True,,-0.466394009119836,-0.6187624750499,-0.729292929292929,-0.416666666666667,0.988747928008059,0.153616285331853,2,1.8660439810673404
24637,24637,0.514295881188287,104,1,True,,-0.43916383783208,-0.621782178217822,-0.474509803921569,-0.416666666666667,0.987219840615617,0.154051718358241,2,1.321601083566012
24638,24638,0.505075771940036,105,1,True,,-0.43916383783208,-0.619521912350598,-0.341346153846154,-0.416666666666667,0.985827953622398,0.154428244624795,2,1.1023204689383315
24639,24639,0.689689594062897,106,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.480601117940624,3,3.6724867944987443
24640,24640,0.679112025541895,107,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.479082148089318,3,3.6605862779539216
24641,24641,0.679112025541895,108,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.475781596151393,3,3.634757132987017
24642,24642,0.674528293618072,109,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.473409429703552,3,3.616218473090436
24643,24643,0.676054963948749,110,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.471101523861243,3,3.598202604185575
24644,24644,0.676054963948749,111,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.470305645789289,3,3.5919946221055166
24645,24645,0.676095460813323,112,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.469250877523392,3,3.58377105255228
24646,24646,0.661648105114822,113,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.468116704692316,3,3.5749332637422127
24647,24647,0.658009792403861,114,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.46735838665314,3,3.569027069108781
24648,24648,0.658009792403861,115,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.46621967669231,3,3.5601624619922814
24649,24649,0.629010776458635,116,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.464484924280491,3,3.5466677674565212
24650,24650,0.600888441125964,117,2,True,,1.0,1.0,,-1.0,1.0,0.463517631038613,3,3.8358861824978963
24651,24651,0.628005802968478,118,2,True,,1.0,1.0,,-1.0,1.0,0.462480223757185,3,3.8284508242119664
24652,24652,0.497431632703252,119,2,True,,-0.491986528728219,-0.858585858585859,,0.0,1.0,0.463732527355844,2,3.0663197040720465
24653,24653,0.495003683872692,120,2,True,,-0.491986528728219,-0.851063829787234,,0.0,0.999337672389142,0.463277609015086,2,3.061077359120911
24777,24777,0.59539061741792,121,2,True,,1.0,1.0,,-1.0,1.0,0.0228194397337938,3,2.2354601764486546
24778,24778,0.595213037647502,122,2,True,,1.0,1.0,,-1.0,1.0,0.0243476215620887,3,2.2317661490780085
24779,24779,0.595213037647502,123,2,True,,1.0,1.0,,-1.0,1.0,0.0256194102095959,3,2.228746976233226
24780,24780,0.595213037647502,124,2,True,,1.0,1.0,,-1.0,1.0,0.0262509611423662,3,2.227266363123911
24781,24781,0.616720596158761,125,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.0266663349374842,3,1.6637179833660032
24782,24782,0.662885829585852,126,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.0282191496059921,3,1.658941196642808
24783,24783,0.680845476371424,127,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.0293528912247082,3,1.655513666703648
24784,24784,0.683899282188123,128,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.0304388946191148,3,1.6522783536027466
24785,24785,0.680845476371424,129,1,True,,1.0,1.0,-1.0,-1.0,1.0,0.0325118130221808,3,1.6462340277791996
24855,24855,0.685340876553566,130,2,True,-1.0,-0.70759550373206,-0.918032786885246,,,0.992036064317944,0.285966031681011,2,1.8491713557554617
24856,24856,0.688227969027669,131,2,True,-1.0,-0.70759550373206,-0.933333333333333,,,0.993224701814487,0.286137004734442,2,1.8563921271558361
24857,24857,0.688562095599028,132,2,True,-1.0,-0.70759550373206,-0.933333333333333,,,0.994403607985006,0.286468373241429,2,1.859172299567675
24858,24858,0.688893099098968,133,2,True,-1.0,-0.70759550373206,-0.933333333333333,,,0.99556838652776,0.286822886162254,2,1.8621026533589218
24859,24859,0.689168269764026,134,2,True,-1.0,-0.70759550373206,-0.933333333333333,,,0.996535447979904,0.287288335116362,2,1.865636288405709
24860,24860,0.669056283099505,135,2,True,-1.0,-0.670640643582793,-0.918032786885246,,,0.932647166006421,0.0555391552397031,2,1.3585414677671974
24861,24861,0.672679223328697,136,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.936434450219359,0.0554826156658851,2,1.3636819183860545
24862,24862,0.673332424522273,137,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.940027432728129,0.0555271220507892,2,1.3642323373253813
24863,24863,0.674302453081508,138,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.945345349960287,0.0554693144558246,2,1.3657799592282474
24864,24864,0.675787039798634,139,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.953505014314526,0.0553872944334832,2,1.3686863427072526
24865,24865,0.677810332957569,140,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.964668325702999,0.0553453589770963,2,1.373472317391015
24866,24866,0.682014108060594,141,2,True,-1.0,-0.697198174463366,-0.918032786885246,,,0.979573261589073,0.0553259611921502,2,1.384031897398905
24867,24867,0.684230322415628,142,2,True,-1.0,-0.697198174463366,-0.918032786885246,,,0.991821350874154,0.0556839284170989,2,1.390923854121349
24868,24868,0.687372899087868,143,2,True,-1.0,-0.70759550373206,-0.918032786885246,,,0.999640352476536,0.0561056093254464,2,1.3982501859192709
24869,24869,0.675936980908998,144,2,True,-1.0,-0.670640643582793,-0.918032786885246,,,0.982632191865808,0.228108410770581,2,1.5026489667356002
24870,24870,0.679016091028392,145,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.983112356530945,0.228043117567165,2,1.5064926187732672
24871,24871,0.679146896271284,146,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.983530287860774,0.228136324199801,2,1.5072070753806275
24872,24872,0.679374986489129,147,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.984259483705282,0.228073186855326,2,1.5073355144277694
24873,24873,0.679806570627384,148,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.985636323967069,0.227951736381272,2,1.5075808757101978
24874,24874,0.680258325662621,149,2,True,-1.0,-0.688215849850068,-0.918032786885246,,,0.987075726431798,0.228223736721294,2,1.509835657336832
24875,24875,0.682211637454025,150,2,True,-1.0,-0.697198174463366,-0.918032786885246,,,0.988519125594897,0.228546428786636,2,1.5145335256825636
24876,24876,0.684425868480078,151,2,True,-1.0,-0.70759550373206,-0.918032786885246,,,0.990035439589629,0.228876629371052,2,1.5198323305841976
24983,24983,0.470210966172085,152,0,False,-1.0,-0.73405815722872,-0.620833333333333,0.0,-0.275932759327593,0.238845680067962,0.0692410431289475,1,1.5415572230753958
24984,24984,0.465383009018629,153,0,False,-1.0,-0.73405815722872,-0.609442060085837,0.0,-0.275932759327593,0.228926223031539,0.0684106241070584,1,1.5660004142344919
24985,24985,0.46179907868976,154,0,False,-1.0,-0.73405815722872,-0.604347826086956,0.0,-0.275932759327593,0.219849423862719,0.0677187050465584,1,1.5883022182804383
24986,24986,0.623918661376125,155,0,False,-1.0,-0.73405815722872,-0.607758620689655,0.0,-0.275932759327593,0.922815304127703,0.428096681726643,2,2.809721565021192
24987,24987,0.622160589729134,156,0,False,-1.0,-0.729781994515865,-0.602620087336245,0.0,-0.275932759327593,0.922566212658637,0.426678506904946,2,2.7976644896934717
24988,24988,0.600859646222859,157,0,False,-1.0,-0.729781994515865,-0.578703703703704,0.0,-0.083073727933541,0.916710588278898,0.397634664915736,2,2.5659344220169134
24989,24989,0.594562118106913,158,0,False,-1.0,-0.716443064428886,-0.558823529411765,0.0,-0.083073727933541,0.915563544325403,0.398585286147823,2,2.57163415930825
24990,24990,0.592898985983981,159,0,False,-1.0,-0.716443064428886,-0.55,0.0,-0.083073727933541,0.915346399159897,0.39734987092186,2,2.5622413416630896
24996,24996,0.756558829621873,160,1,True,-1.0,-1.0,-1.0,,-0.590163934426229,0.999936346186026,0.0884459290834247,2,1.7827111965553362
24997,24997,0.759730105293088,161,1,True,-1.0,-1.0,-1.0,,-0.766355140186916,0.999937981879939,0.0861963762774596,2,2.0865364745069552
24998,24998,0.759742841843772,162,1,True,-1.0,-1.0,-1.0,,-0.766355140186916,0.999944809279113,0.0840105042443519,2,2.08989628759004
24999,24999,0.759766584816205,163,1,True,-1.0,-1.0,-1.0,,-0.766355140186916,0.999956066453935,0.0815194008875436,2,2.093928665316184
25000,25000,0.759798092258239,164,1,True,-1.0,-1.0,-1.0,,-0.766355140186916,0.999969895510173,0.0791445411451641,2,2.0979733399676435
25001,25001,0.75983811336881,165,1,True,-1.0,-1.0,-1.0,,-0.766355140186916,0.99998634133813,0.076951275343223,2,2.101882083697211
25002,25002,0.759872977264033,166,1,True,-1.0,-1.0,-1.0,,-0.766355140186916,1.0,0.0755568371009561,2,2.104454053796156
25003,25003,0.762883031307945,167,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0739407323208546,3,1.9324507844207002
25004,25004,0.762883031307945,168,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0724964180632627,3,1.933711142617738
25005,25005,0.762883031307945,169,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0710980120670784,3,1.9350074866860203
25006,25006,0.762883031307945,170,1,True,1.0,1.0,1.0,,-1.0,1.0,0.069764377849201,3,1.9363133480214818
25007,25007,0.762883031307945,171,1,True,1.0,1.0,1.0,,-1.0,1.0,0.068887748383904,3,1.9372086464761955
25008,25008,0.762883031307945,172,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0675696725670846,3,1.9386098182596987
25009,25009,0.762883031307945,173,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0667802608385079,3,1.9394805914193272
25010,25010,0.762883031307945,174,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0649708759585319,3,1.9415655607992903
25011,25011,0.762883031307945,175,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0644686688764695,3,1.9421662147706944
25012,25012,0.76300755624286,176,1,True,1.0,1.0,1.0,,-1.0,1.0,0.063451422808409,3,1.943412044179428
25013,25013,0.76300755624286,177,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0628061835199395,3,1.944222493393129
25014,25014,0.76300755624286,178,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0624602630474573,3,1.9446634391963873
25015,25015,0.76300755624286,179,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0617507381649512,3,1.9455819540899844
25016,25016,0.76300755624286,180,1,True,1.0,1.0,1.0,,-1.0,1.0,0.0614738406611013,3,1.9459455430289856
25017,25017,0.431826780913024,181,1,True,0.0,-0.495673968710641,-0.517241379310345,,-1.0,1.0,0.0610695843645983,2,2.331740717570697
25018,25018,0.432205676110838,182,1,True,0.0,-0.495673968710641,-0.511945392491468,,-1.0,0.997108360533632,0.0607512940431576,2,2.3314352060490613
25019,25019,0.426150731059368,183,1,True,0.0,-0.495673968710641,-0.47972972972973,,-1.0,0.99436663028019,0.0602143276453309,2,2.334270759479866
25020,25020,0.424385706894938,184,1,True,0.0,-0.495673968710641,-0.474747474747475,,-1.0,0.99065872561173,0.0601019790171796,2,2.333407255704484
25021,25021,0.422876504200424,185,1,True,0.0,-0.495673968710641,-0.469387755102041,,-1.0,0.98826144323389,0.0596511736532435,2,2.333972797251105
25022,25022,0.422447240762043,186,1,True,0.0,-0.50344989529293,-0.464406779661017,,-1.0,0.984840848176781,0.0589871175915743,2,2.334230295811086
25023,25023,0.425646837333583,187,1,True,0.0,-0.526320508014714,-0.462837837837838,,-1.0,0.979886773444562,0.059282082014814,2,2.3310988262952783
25024,25024,0.417667740274253,188,1,True,0.0,-0.515583245407303,-0.45,,-1.0,0.970363950172657,0.0856962748250953,2,2.2822415692096536
25025,25025,0.401396076751871,189,1,True,0.0,-0.482759656631112,-0.421768707482993,,-1.0,0.955585870499557,0.0823007839867601,2,2.288941207749776
